GT_id,GT_label,Pred_label
BIOUG67795-F06,Cephalops sp. CR2,Eudorylas sp. CR10
BIOUG68549-F10,Algarobius prosopis,Merobruchus insolitus
BIOUG68182-D06,Aphidius colemani,Aphidius platensis
BIOUG66044-D09,Corynoptera blanda,Camptochaeta delicata
BIOUG67776-C09,Heterospilus Malaise7467,Heterospilus Malaise4610
BIOUG42774-E01,Oxypoda frigida,Euaesthetus laeviusculus
BIOUG70404-B11,elachBioLep01 BioLep490,gelJanzen01 Janzen828
BIOUG73282-G03,Metriocnemus albolineatus,Limnophyes natalensis
BIOUG70233-F12,Psilopa singaporensis,Phytomyza thalictrella
BIOUG75753-D06,Phytomyptera Malaise 7239,Spilogona leucogaster
BIOUG73274-A04,Chironomus lugubris,Prodiamesa olivacea
BIOUG67477-E02,Ecphylus Malaise3586,doryMalaise27 Malaise7767
BIOUG68794-A01,elachBioLep01 BioLep490,gelJanzen01 Janzen828
BIOUG70045-H10,Heterospilus Malaise3868,Blacus Malaise6323
BIOUG75253-E06,Notiospathius Malaise6739,doryMalaise27 Malaise7767
BIOUG66463-E09,Cyrtoneuropsis neotrita,Helina ciliatocosta
BIOUG70033-G03,cosmoMalaise01 Malaise1742,Lyonetia pulverulentella
BIOUG77395-H09,geleBioLep01 BioLep1209,elachBioLep01 BioLep689
BIOUG77361-G10,Simulium tarsatum,Simulium jobbinsi
BIOUG73809-H01,ichneuMalaise1 Malaise8497,cryptJanzen1 malaise7037
BIOUG42774-B05,Lepidophorus lineaticollis,Ceutorhynchus querceti
BIOUG68173-G08,Carpophilus mutilatus,Urophorus humeralis
BIOUG68379-H04,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG68716-F01,pergMalaise01 Malaise3237,Sutwanus nigriceps
BIOUG75214-C03,Lepturginus tigrellus,Urgleptes kuscheli
BIOUG42773-G02,Atheta graminicola,Boreophilia davidgei
BIOUG74952-F09,Scoparia BioLep439,elachMalaise7530 Malaise7530
BIOUG73079-C12,brMalaise01 Malaise2762,Nealiolus Malaise1381
BIOUG70231-G11,Hemiptarsenus varicornis,Diglyphus isaea
BIOUG70404-F05,cosmoMalaise01 Malaise8052,oecoMalaise01 Malaise9046
BIOUG76966-F06,Pambolus Malaise2320,Pambolus Malaise1474
BIOUG70025-E11,Heterospilus Malaise3935,Heterospilus Malaise3517
BIOUG75050-E09,Catharosia Malaise4051,Calodexia bella
BIOUG70647-B08,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG77218-F07,Platypalpus stigmatellus,Platypalpus ciliaris
BIOUG70042-B07,Telphusa BioLep1218,Telphusa BioLep476
BIOUG68856-H05,Heterospilus Malaise5480,opiMalaise01 Malaise2184
BIOUG77422-A03,Glyptapanteles sujeevanratnasinghami,Glyptapanteles Malaise2577
BIOUG67680-G08,Ecphylus Malaise8335,Ecphylus Malaise5249
BIOUG73284-D01,Metriocnemus albolineatus,Limnophyes natalensis
BIOUG68595-B06,Desmometopa varipalpis,Desmometopa m-nigrum
BIOUG72933-A11,Delia coarctata,Botanophila striolata
BIOUG75235-C11,Leiophron Malaise5866,Leiophron Malaise1234
BIOUG73607-A08,Tachyporus borealis,Megarthrus excisus
BIOUG67767-B09,Megaselia normwoodleyi,Stator pruininus
BIOUG76485-E05,Schrankia flualis,Rivula Poole05
BIOUG75416-D07,Dalbominus Malaise5255,Pachyneuron aphidis
BIOUG73260-C04,Metriocnemus picipes,Smittia aterrima
BIOUG75842-D09,Apanteles lisabearssae,Dolichogenidea Janzen45
BIOUG68624-C12,malaiseGraci01 Malaise9085,Marmara habecki
BIOUG70297-G10,Eudorylas mutillatus,Eudorylas sp. CR28
BIOUG75550-A06,Notiospathius Malaise5588,Heterospilus Malaise5534
BIOUG68454-H07,Eubazus Malaise9919,tersiMalaise1 Malaise1642
BIOUG73284-H08,Metriocnemus albolineatus,Ceratopogon grandiforceps
BIOUG75388-D10,Notiospathius Malaise6081,Pambolus Malaise2320
BIOUG68181-C09,Rhopalosiphum rufiabdominale,Aphis coreopsidis
BIOUG76822-C11,Coelostathma pygmaea,Dysoptus bilobus
BIOUG74089-F01,tinBioLep01 BioLep6535,Homostinea curviliniella
BIOUG66067-A02,Stigmella betulicola,Stigmella rhoifoliella
BIOUG74964-H10,Catharosia malaise4051,Chaetostigmoptera malaise9560
BIOUG75076-D01,Neopamera bilobata,Pseudopachybrachius basalis
BIOUG66066-E08,Phyllonorycter anderidae,Phyllonorycter junoniella
BIOUG68351-H01,Notiospathius malaise0774,Notiospathius Malaise6081
BIOUG70209-C06,Apanteles hemara,Rasivalva Choi01
BIOUG73607-F05,Corticaria impressa,Corticaria elongata
BIOUG75267-B01,Phanerotoma anamariamongeae,Phanerotoma davesmithi
BIOUG68563-H08,Rhopalosiphum rufiabdominale,Muscaphis escherichi
BIOUG68137-A06,Stomphastis DodonaeaOman,malaiseGraci01 Malaise6671
BIOUG74919-E07,encyrMalaise01 malaise0163,Brasema allynii
BIOUG68127-F03,Rhopalosiphum rufiabdominale,Aphis rubifolii
BIOUG74525-H05,Syndemis musculana,Pero clana
BIOUG77121-G05,Antaeotricha Janzen290,elachJanzen01 Janzen682
BIOUG78024-G06,malaiseGraci01 Malaise7393,malaiseGraci01 Malaise7033
BIOUG68387-H11,cramMalaise01 Malaise3730,elachMalaise7530 Malaise7530
BIOUG74973-E05,Apanteles jft38,Diolcogaster Choi5983
BIOUG68712-D09,Phytomyptera Janzen8087,Phytomyptera Malaise2448
BIOUG67761-H09,Apanteles Janzen45,Dolichogenidea baoris
BIOUG70726-B08,elachBioLep01 BioLep490,gelJanzen1 Janzen828
BIOUG77179-C05,Dichomeris Janzen273,gelMalaise01 Malaise4704
BIOUG77159-A01,acentroMalaise8618 Malaise8618,cramMalaise75 Malaise6435
BIOUG74504-B05,Metriocnemus albolineatus,Themira annulipes
BIOUG70376-G08,elachMalaise7530 Malaise7530,Filinota brunniceps
BIOUG74900-A01,Nuntianus aff. hyalipennis,Toxomerus pictus
BIOUG66011-E12,Neolygus communis,Lygocoris rugicollis
BIOUG66042-G05,Helodon pleuralis,Simulium pulverulentum
BIOUG76971-B11,Trophithauma portentum,Megaselia meconicera
BIOUG73912-C06,Orthocentrus Malaise5499,orthoMalaise01 Malaise5595
BIOUG68182-E10,Halticoptera circulus,Pteromalus puparum
BIOUG73280-C05,Phytomyza milii,Phytomyza obscurella
BIOUG73240-F04,Egle ciliata,Botanophila striolata
BIOUG74525-H02,Bradysia normalis,Bradysia plusiospina
BIOUG73443-G06,Orthocentrus malaise2014,Orthocentrus Malaise2014
BIOUG74531-C09,Delia coarctata,Trichopalpus punctipes
BIOUG73278-D08,Chironomus lugubris,Chironomus maturus
BIOUG75101-G05,Bledius denticollis,Atheta graminicola
BIOUG77218-H01,Ablabesmyia monilis,Procladius villosimanus
BIOUG77179-D08,Stenoma BioLep30DHJ02,elachMalaise7530 Malaise7530
BIOUG68533-G02,Australosepsis niveipennis,Archisepsis pusio
BIOUG68908-C07,Friseria Malaise4403,gelMalaise01 Malaise3950
BIOUG68815-C11,Heterospilus Malaise3479,Heterospilus Malaise8149
BIOUG75839-C08,encyrMalaise01 Malaise60,Tricyclomischus celticus
BIOUG67997-C10,Bracon Malaise4247,Bracon jimlewisi
BIOUG75773-G05,Dinotrema Malaise2550,Dinotrema Malaise3613
BIOUG74531-G05,Metriocnemus albolineatus,Ceratopogon grandiforceps
BIOUG68454-D11,Eubazus Malaise9919,Nealiolus Malaise1413
BIOUG73261-H08,Metriocnemus picipes,Metriocnemus atriclava
BIOUG70022-F12,Friseria Malaise4403,elachBioLep01 BioLep210
BIOUG72668-A06,Polybia diguetana,Analysson rufescens
BIOUG77396-G03,tersiMalaise01 Malaise4059,tersiMalaise01 Malaise9679
BIOUG68785-C09,Bracon malaise0389,Bracon jimlewisi
BIOUG75071-B09,tortMalaise34 Malaise2386,Tischeria dodonaea
BIOUG73281-H07,Metriocnemus albolineatus,Smittia terrestris
BIOUG73289-C04,Bradysia normalis,Bradysia plusiospina
BIOUG73809-E06,crypMalaise1 Malaise1583,Edessa sp.
BIOUG73283-E04,Metriocnemus albolineatus,Gymnometriocnemus brevitarsis
BIOUG70648-F06,Dolichogenidea Janzen23,Alphomelon arecaphileDHJ01
BIOUG68769-C01,gelMalaise01 MalaiseMetz5154,geleBioLep01 BioLep1209
BIOUG68921-F08,Paradidyma melania,Paradidyma Malaise2559
BIOUG74045-D12,Dettopsomyia nigrovittata,Hirtodrosophila subflavohalterata affinis 4
BIOUG74087-D03,Sharkeyella Malaise9557,cryptJanzen01 Malaise6534
BIOUG68314-D12,gelMalaise01 Malaise6559,gelMalaise01 Malaise7558
BIOUG73272-A09,Chironomus lugubris,Prodiamesa olivacea
BIOUG42773-B11,Devia prospera,Microedus austinianus
BIOUG67762-A11,Heterospilus Malaise7467,Stenocorse Malaise6096
BIOUG66023-F02,Cartodere constricta,Corticaria elongata
BIOUG75413-H06,Leiophron Malaise4794,Aridelus Malaise4016
BIOUG70073-B05,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG77178-D09,Dichomeris Janzen273,elachBioLep01 BioLep490
BIOUG68453-B06,noctBioLep01 BioLep1177,tortJanzen59 Janzen0220
BIOUG77121-C09,Stenoma BioLep30DHJ02,elachJanzen01 Janzen682
BIOUG68364-B11,malaiseGraci01 Malaise5228,Dialectica sanctaecrucis
BIOUG74773-H11,Plagioneurus univittatus,Rhamphomyia laevigata
BIOUG76746-H03,cryptJanzen01 Malaise6534,Brachygaster minutus
BIOUG75276-B08,Probolomyrmex boliviensis,Spilomena mocsaryi
BIOUG76971-E03,ChiroGn1 SADR02,ChiroGn1 SADR01
BIOUG68399-F12,Chilocyrtus Malaise3264,Stenomacrus deletus
BIOUG77179-D10,Dichomeris Janzen273,Dichomeris BioLep1283
BIOUG68537-C07,Desmometopa varipalpis,Desmometopa sordida
BIOUG67476-C11,Heterospilus Malaise5480,Lysitermus Malaise1167
BIOUG74531-C11,Delia coarctata,Trichopalpus punctipes
BIOUG68174-D05,Taylorilygus apicalis,Orthops palus
BIOUG73259-F03,Metriocnemus albolineatus,Ceratopogon grandiforceps
BIOUG74538-C01,Bradysia normalis,Claustropyga refrigerata
BIOUG74709-H11,Hypomicrogaster Whitfield44,Glyptapanteles Malaise4968
BIOUG68127-F12,Rhopalosiphum rufiabdominale,Pnyxia scabiei
BIOUG68181-D12,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG76746-C09,gelJanzen01 Janzen235,Parastega niveisignella
BIOUG77121-C07,Stenoma BioLep30DHJ02,elachMalaise7530 Malaise7530
BIOUG70019-B07,Calycomyza malvae,Calycomyza solidaginis
BIOUG73246-D06,Copromyza neglecta,Copromyza stercoraria
BIOUG73274-G07,Metriocnemus albolineatus,Metriocnemus atriclava
BIOUG68127-E02,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG68907-B05,Elachertus Malaise9979,Emersonella Malaise8569
BIOUG66005-E02,Rhopalopterum soror,Oscinella frit
BIOUG74524-D04,Bradysia normalis,Bradysia plusiospina
BIOUG70015-B07,tinBioLep01 BioLep1590,tinBioLep01 BioLep1739
BIOUG68435-B04,Megaselia torbjornekremi,Tanytarsus niger
BIOUG42774-C02,Oxypoda yukonensis,Boreophilia nomensis
BIOUG74635-E07,Allognosta fuscitarsis,bombyMalaise01 Malaise2478
BIOUG68903-A12,Trauaxa BioLep150,Parastega niveisignella
BIOUG68172-H10,Australosepsis niveipennis,Archisepsis pusio
BIOUG73607-G02,Strigota obscurata,Mniusa yukonensis
BIOUG73605-B12,Ischnosoma splendidum,Lithocharis ochracea
BIOUG68173-D09,Australosepsis niveipennis,Sepsis thoracica
BIOUG77314-B05,Heterospilus Malaise1926,alyMalaise01 Malaise6466
BIOUG73932-D11,Orthocentrus Malaise3889,Orthocentrus Malaise 9976
BIOUG68131-E11,Drosophila simulans,Drosophila immigrans
BIOUG73282-H02,Metriocnemus albolineatus,Parochlus kiefferi
BIOUG70033-D02,Friseria Malaise4403,gelMalaise01 Malaise7126
BIOUG68181-E04,Spilostethus pandurus,Burtinus notatipennis
BIOUG72933-C06,Delia coarctata,Coenosia intermedia
BIOUG73289-E11,Culicoides salinarius,Culicoides pictipennis
BIOUG68132-C01,Drosophila simulans,Scaptomyza graminum
BIOUG75302-A04,Atheta brunswickensis,Boreostiba parvipennis
BIOUG73082-F04,Psychoda uncinula,Psychoda lobata
BIOUG73276-H02,Orthosia gothica,Hypenodes Malaise8575
BIOUG68351-E08,Paroligoneurus mikeiviei,Dinotrema Malaise2307
BIOUG68173-C03,Australosepsis niveipennis,Sepsis thoracica
BIOUG70383-F11,Phanerotoma christhompsoni,Allorhogas malaise0133
BIOUG70034-A02,Anacampsis Malaise3063,gelMalaise01 Malaise6890
BIOUG73606-G12,Dorytomus rufulus,Dorytomus vagenotatus
BIOUG66004-C09,Hypnoidus bicolor,Hemicrepidius cruciatus
BIOUG70606-F01,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG68382-E06,Dolichogenidea Janzen23,Glyptapanteles sondrawardae
BIOUG66011-C11,Lygocoris pabulinus,Mesovelia vittigera
BIOUG73258-G05,Metriocnemus picipes,Metriocnemus atriclava
BIOUG77093-C07,Dichomeris cornutaDHJ02,elachBioLep01 BioLep490
BIOUG73275-F06,Metriocnemus albolineatus,Smittia terrestris
BIOUG74361-E08,Cyphocephalus caviceps,Pseudolycoriella cavatica
BIOUG73607-D12,Oxypoda frigida,Euaesthetus laeviusculus
BIOUG75083-A05,Leiophron Malaise5866,Leiophron Malaise2340
BIOUG77319-F01,oecoMalaise01 Malaise5551,gelBioLep01 BioLep773
BIOUG68359-E06,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG42774-F07,Ascoliocerus sanborni,Hypnoidus bicolor
BIOUG73941-H05,Trieces Janzen8195,orthoMalaise01 malaise0520
BIOUG70041-H01,Diolcogaster Choi77,Glyptapanteles henrytownesi
BIOUG74527-G11,Phytomyza milii,Themira annulipes
BIOUG73604-F11,Oxypoda sylvia,Lordithon thoracicus
BIOUG73276-G12,Orthosia gothica,Hypenodes Malaise8575
BIOUG68794-A10,elachBioLep01 BioLep490,gelJanzen1 Janzen828
BIOUG77767-G05,Dinotrema Malaise2550,Dinotrema Malaise3613
BIOUG68716-E09,Apanteles josediazi,Apanteles Janzen74
BIOUG77091-E09,gelBioLep01 BioLep2310,gelBioLep01 BioLep7976
BIOUG68447-G02,Megaselia wendyporrasae,Triphleba intermedia
BIOUG68834-G08,Phytomyptera Malaise3509,Sphaerina Malaise5822
BIOUG73606-H02,Atheta graminicola,Bledius turgidus
BIOUG77831-H03,tachmalaise8631 Malaise8631,Lixophaga Janzen1062
BIOUG75415-G04,Alphomelon disputabile,Apanteles oscarchavezi
BIOUG68382-A12,ichMalaise01 Malaise8548,Cymodusa 1
BIOUG66070-B09,Phyllonorycter anderidae,Stigmella rhoifoliella
BIOUG68907-D10,Diolcogaster Choi77,Diolcogaster Malaise7359
BIOUG73286-C08,Metriocnemus albolineatus,Rhamphomyia sciarina
BIOUG74292-D12,ChiroGn1 SADR05,Polypedilum sordens
BIOUG75235-A08,Probolomyrmex boliviensis,Spilomena mocsaryi
BIOUG68172-D10,Australosepsis niveipennis,Archisepsis pusio
BIOUG73440-C01,Pseudopomyza nigrimana,Crumomyia fimetaria
BIOUG68939-D06,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG66489-G03,gelMalaise01 Malaise6559,Coleophora mayrella
BIOUG74049-D02,gelBioLep01 BioLep1489,Ostha BioLep578
BIOUG70051-F11,malaiseGraci01 Malaise3502,malaiseGraci01 Malaise7393
BIOUG73257-D07,Metriocnemus picipes,Metriocnemus atriclava
BIOUG74524-C10,Bradysia normalis,Bradysia plusiospina
BIOUG66004-B01,Dichopygina aculeata,Claustropyga acanthostyla
BIOUG73810-E09,Apanteles Janzen0422,Glyptapanteles Malaise9496
BIOUG77121-G03,Dichomeris Janzen273,Dichomeris BioLep1283
BIOUG70039-G10,Diolcogaster Choi77,Pseudapanteles Malaise7252
BIOUG77218-C04,Ablabesmyia monilis,Ablabesmyia phatta
BIOUG74775-F12,Chelonus marianopereirai,Blacus malaise0651
BIOUG75040-C12,Atopozelus pallens,Zelus luridus
BIOUG68146-H04,Taylorilygus apicalis,Orthops palus
BIOUG73914-F10,malaiseGraci01 Malaise5108,malaiseGraci01 Malaise4021
BIOUG73286-E04,Metriocnemus albolineatus,Chamaepsila nigra
BIOUG77093-B08,Antaeotricha Janzen321,Blepharomastix BioLep270
BIOUG67439-B07,Heterospilus Malaise5480,Heterospilus Malaise7568
BIOUG73775-E10,Scirtes orbiculatus,Microcara testacea
BIOUG72499-D04,immidJanzen01 Janzen6159,Dichomeris Janzen76
BIOUG68137-A09,Stigmella xystodes,Pseudopostega venticola
BIOUG70726-B09,blastoBioLep01 BioLep367,gelJanzen01 Janzen637
BIOUG75838-C06,Pambolus Malaise4362,Orgilus Malaise1750
BIOUG67970-F01,Borgmeiermyia Janzen4736,Chaetostigmoptera malaise9560
BIOUG68563-G10,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG68177-A12,Drosophila simulans,Scaptomyza graminum
BIOUG77091-D01,acentroMalaise8618 Malaise8618,spiloMalaise5041 Malaise5041
BIOUG74825-G03,Pinnaspis strachani,Aulacaspis tubercularis
BIOUG70404-D05,elachBioLep01 BioLep490,gelJanzen01 Janzen828
BIOUG73280-D07,Metriocnemus albolineatus,Smittia terrestris
BIOUG68137-A07,Stomphastis DodonaeaOman,malaiseGraci01 Malaise1149
BIOUG51618-G06,Saldula laticollis,Acraephia perspicillata
BIOUG73606-E04,Stephostethus liratus,Cortinicara gibbosa
BIOUG74307-D02,Deutereulophus deutMalaise2487,Anagrus daanei
BIOUG75080-A10,Leiophron Malaise5866,Leiophron Malaise9977
BIOUG76677-E11,Drosophila cardini,Drosophila affinis
BIOUG68838-E10,Stiropius Malaise9838,Lysitermus Malaise4303
BIOUG74525-D03,Bradysia normalis,Bradysia plusiospina
BIOUG68181-D05,Rhopalosiphum rufiabdominale,Aphis coreopsidis
BIOUG66056-G05,Coenosia campestris,Coenosia conforma
BIOUG68907-A02,Diolcogaster Choi77,Diolcogaster Malaise7359
BIOUG66009-A08,Ephedrus incompletus,Aphidius platensis
BIOUG74957-H10,Glyptapanteles daveschindeli,Glyptapanteles Malaise8196
BIOUG42773-B08,Mycetoporus rugosus,Megarthrus excisus
BIOUG75036-D12,Symmetrischema striatella,elachBioLep01 BioLep490
BIOUG75252-G11,Leiophron Malaise5866,Leiophron Malaise1234
BIOUG74089-E10,malaiseGraci01 Malaise6021,malaiseGraci01 Malaise4021
BIOUG76532-C08,Scopula BioLep357,Lutzomyia zeledoni
BIOUG68564-A07,Deraeocoris indianus,Lygocoris pabulinus
BIOUG75722-D01,Dinotrema Malaise3606,Dinotrema Malaise3260
BIOUG42771-H01,Bledius denticollis,Platystethus degener
BIOUG51614-G06,Anthocoris musculus,Montandoniola moraguesi
BIOUG75746-F10,Blacus Malaise3303,alyMalaise01 Malaise6305
BIOUG76250-C12,NoctMalaise01 malaise0073,cosmoBioLep01 BioLep1453
BIOUG73079-B05,opiMalaise01 Malaise2184,opiMalaise01 Malaise7676
BIOUG77167-B08,Idaea BioLep243,Pleuroprucha BioLep670
BIOUG73607-D05,Parocalea pseudobaicalica,Stenus morio
BIOUG68151-H09,Trissolcus basalis,Telenomus podisi
BIOUG73605-B02,Hydroporus notabilis,DytisGn1 SADR3
BIOUG70649-H07,Dinotrema Malaise5412,Dinotrema Malaise6545
BIOUG74927-G11,geoMalaise485 malaise0485,malaiseGraci01 Malaise5299
BIOUG77218-E11,Ablabesmyia monilis,Procladius villosimanus
BIOUG68331-H10,Megaselia wendyporrasae,Megaselia thomaspapei
BIOUG74087-B01,Dinotrema Malaise2400,eulophMalaise1 Malaise7416
BIOUG77359-A07,Heterospilus Malaise4724,Heterospilus Malaise9970
BIOUG68193-G01,Pachyneuron aphidis,Pteromalus puparum
BIOUG42771-F09,Psydrus piceus,Neoclytus cacicus
BIOUG66059-H10,Fannia lugubrina,Fannia spathiophora
BIOUG74996-D09,geoMalaise485 malaise0485,Phyllocnistis Malaise1800
BIOUG74716-H05,Megaselia normwoodleyi,Clogmia albipunctata
BIOUG73606-D12,Dorytomus vagenotatus,Pseudoedophrys hilleri
BIOUG76286-F07,Eubazus Malaise9904,Eubazus Malaise8561
BIOUG68174-E04,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG74056-D08,Dettopsomyia nigrovittata,Hirtodrosophila subflavohalterata affinis 1
BIOUG75302-B04,Atheta ventricosa,Acrotona horwoodae
BIOUG68912-G06,Paradidyma melania,Paradidyma Malaise2559
BIOUG73286-C11,Phytomyza milii,Phytomyza chaerophylli
BIOUG66070-B10,Stigmella betulicola,Stigmella rhoifoliella
BIOUG74833-H09,Phyllocnistis meliacella,malaiseGraci01 Malaise4021
BIOUG42773-G03,Philhygra angusticauda,Boreophilia davidgei
BIOUG73722-B05,Deutereulophus deutMalaise4612,Deutereulophus deutMalaise2789
BIOUG73258-D02,Bradysia normalis,Lycoriella inflata
BIOUG66047-A01,Corynoptera blanda,Camptochaeta consimilis
BIOUG77159-C06,crambidBioLep01 BioLep11,spiloBioLepl57 BioLep4106
BIOUG73749-A07,Notiospathius Malaise5588,doryMalaise01 Malaise1094
BIOUG67785-A05,Hormius Malaise9549,Panama Malaise5794
BIOUG74155-A08,Eubazus malaise8097,Meteorus Malaise4973
BIOUG77121-B08,Stenoma BioLep30DHJ02,elachMalaise7530 Malaise7530
BIOUG66042-E05,Trichocoelina tecta,Camptochaeta uniformis
BIOUG73258-C06,Metriocnemus picipes,Metriocnemus atriclava
BIOUG68166-D08,Stomphastis DodonaeaOman,Anatrachyntis vanharteni
BIOUG77167-C10,spiloBioLep01 BioLep299,Tripudia BioLep397
BIOUG70383-B12,pergMalaise01 Malaise9673,Diabrotica sp. 5CHRYS
BIOUG72933-G02,Tipula paludosa,Glyptotermes barbouri
BIOUG70024-B03,Paradidyma melania,Paradidyma Malaise2399
BIOUG68794-A07,elachBioLep01 BioLep490,gelJanzen1 Janzen828
BIOUG66030-F11,Dorylomorpha borealis,Eudorylas sp. CR10
BIOUG74952-F01,tortMalaise8649 Malaise8649,Tripudia lamina
BIOUG66043-F02,Corynoptera blanda,Leptosciarella trochanterata
BIOUG73604-F06,Eucnecosum brunnescens,Bledius turgidus
BIOUG77619-C05,geleBioLep01 BioLep1209,gelBioLep01 BioLep773
BIOUG70024-E09,Paradidyma melania,Paradidyma Malaise2692
BIOUG75236-H11,encyrMalaise01 Malaise60,Tricyclomischus celticus
BIOUG77617-F12,malaiseGraci01 Malaise9186,malaiseGraci01 Malaise7033
BIOUG68785-E02,Opius Malaise2668,Nealiolus Malaise1413
BIOUG68709-C06,blastoBioLep01 BioLep367,Dichomeris Janzen76
BIOUG73606-C07,Stenus umbratilis,Bledius turgidus
BIOUG66061-A07,Fannia lugubrina,Fannia sociella
BIOUG74537-H01,Psychoda lobata,Psychoda trinodulosa
BIOUG77218-B04,Ablabesmyia monilis,Ablabesmyia phatta
BIOUG73279-A03,Metriocnemus albolineatus,Smittia terrestris
BIOUG74192-E05,Hormius mercedesfosterae,Hormius Malaise5869
BIOUG68589-C01,Coproica lugubris,Coproica hirtula
BIOUG77124-B09,Opalimosina mirabilis,Trachyopella leucoptera
BIOUG73290-E01,Pneumia mutua,Dolichocephala woodi
BIOUG73779-D10,Orthocentrus Malaise0057,Orthocentrus Malaise7625
BIOUG75722-A12,Orthocentrus Malaise6412,Orthocentrus Malaise5499
BIOUG74979-B03,Neopamera bilobata,Pseudopachybrachius basalis
BIOUG68351-F10,Eubazus malaise9904,Bracon Malaise3901
BIOUG68902-H08,Antaeotricha BioLep529,Antaeotricha Malaise8614
BIOUG70612-F06,Phytomyptera Malaise3317,Chaetostigmoptera Malaise9466
BIOUG70108-D05,coleMalaise Malaise1934,elachMalaise5232 Malaise5232
BIOUG70020-A02,Stiropius edgargutierrezi,Leiophron Malaise9098
BIOUG68129-F06,Stomphastis DodonaeaOman,malaiseGraci01 Malaise6314
BIOUG66048-H10,Helina cinerella,Calodexia dives
BIOUG74832-C05,Heterospilus Malaise1514,Rhaconotus Malaise1694
BIOUG70063-D10,Megaselia wendyporrasae,Corynoptera breviformis
BIOUG77179-B04,Phricanthes flexilineana,Rivula Poole05
BIOUG51614-B12,Plinthisus americanus,Spilostethus pandurus
BIOUG42773-H05,Bledius denticollis,Bledius turgidus
BIOUG77147-A05,Calycomyza malvae,Calycomyza solidaginis
BIOUG74633-F04,Ophiomyia nasuta,Ophiomyia lantanae
BIOUG74518-D06,Dinotrema longworthi,Dinotrema Malaise1701
BIOUG74192-E02,Leiophron malaise0984,Leiophron Malaise2340
BIOUG75302-A02,Atheta brunswickensis,Boreostiba parvipennis
BIOUG74525-E04,Bradysia normalis,Lycoriella sativae
BIOUG66069-F03,Corynoptera blanda,Claustropyga acanthostyla
BIOUG68610-D02,Orgilus Malaise3336,Trathala Janzen2638
BIOUG77218-F10,Ablabesmyia monilis,Procladius villosimanus
BIOUG76962-E06,Eois BioLep361,Eois Malaise8631
BIOUG68145-G09,Stomphastis DodonaeaOman,Anatrachyntis vanharteni
BIOUG42774-F08,Ascoliocerus sanborni,Hypnoidus bicolor
BIOUG66011-C10,Lygocoris pabulinus,Orthops palus
BIOUG68172-C12,Australosepsis niveipennis,Archisepsis pusio
BIOUG67972-B11,Heterospilus Malaise5480,Lysitermus Malaise4303
BIOUG74313-B07,Megaselia normwoodleyi,Megaselia glabrifrons
BIOUG77093-C06,Dichomeris cornutaDHJ02,gelBioLep01 BioLep1373
BIOUG73607-G04,Strigota obscurata,Boreostiba parvipennis
BIOUG66055-H01,Rhamphomyia nigrita,Rhamphomyia crassirostris
BIOUG66030-F09,Tomosvaryella sp. ON16,Tomosvaryella coquilletti
BIOUG74524-F04,Bradysia normalis,Bradysia plusiospina
BIOUG73278-E07,Metriocnemus albolineatus,Ceratopogon grandiforceps
BIOUG68561-H03,Chiasmus niger,Hishimonus phycitis
BIOUG66006-B02,Minettia lupulina,Pherbellia dubia
BIOUG77322-F08,Nyssomyia trapidoi,Bichromomyia olmeca
BIOUG74828-E03,Leiophron Malaise4583,Leiophron Malaise1234
BIOUG74590-A11,tortJanzen01 Janzen342,Vipsophobetron Malaise8497
BIOUG66008-D02,Botanophila rubrifrons,Egle ciliata
BIOUG68214-E02,ichMalaise01 Malaise1697,campoMalaise01 malaise0302
BIOUG75302-B12,Atheta brunswickensis,Boreostiba parvipennis
BIOUG68181-E05,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG70019-C10,Phytomyptera Janzen8087,Paradidyma Malaise2221
BIOUG73261-A05,Metriocnemus picipes,Metriocnemus albolineatus
BIOUG68181-F12,Spilostethus pandurus,Anthocoris musculus
BIOUG75721-C11,Leiophron Malaise2721,Leiophron Malaise9551
BIOUG77167-D02,Pseudopostega venticola,Pseudopostega saltatrix
BIOUG68127-E03,Rhopalosiphum rufiabdominale,Brachyunguis harmalae
BIOUG75302-C03,Atheta ventricosa,Boreophilia munsteri
BIOUG70726-A06,elachBioLep01 BioLep490,gelBioLep01 BioLep1375
BIOUG70082-F07,Megaselia wendyporrasae,Triphleba intermedia
BIOUG73445-E02,Deutereulophus deutMalaise2487,Hoplocrepis Malaise7059
BIOUG73607-F12,Atheta brunswickensis,Boreophilia munsteri
BIOUG70404-G04,crambidBioLep01 BioLep8231,elachMalaise7530 Malaise7530
BIOUG74529-G02,Chelifera precatoria,Ocydromia glabricula
BIOUG73941-E12,gnaptoMalaise01 Malaise8487,opiMalaise01 Malaise2177
