GT_id,GT_label,Pred_label
BIOUG68197-G08,Rhopalosiphum padi,Aphis coreopsidis
BIOUG68174-B07,Tuta absoluta,gelJanzen01 Janzen317
BIOUG68181-B10,Pullimosina heteroneura,Pteremis fenestralis
BIOUG68180-B07,Bradysia radicum,Bradysia ocellaris
BIOUG74588-A06,Undulambia Janzen18,elachMalaise7530 Malaise7530
BIOUG68419-E04,gelBioLep01 BioLep1838,gelBioLep01 BioLep7992
BIOUG76532-A11,Toxomerus pictus,Conocephalus strictus
BIOUG73565-E07,Bemisia tabaci,Pealius rhododendri
BIOUG68566-A03,Thelyconychia solivaga,Anisia Malaise0091
BIOUG75037-A11,gelBioLep01 BioLep743,gelBioLep01 BioLep1373
BIOUG75258-D05,Paradidyma Malaise2558,Paradidyma Malaise2503
BIOUG75779-C05,alyMalaise01 Malaise3306,Dinotrema Malaise3622
BIOUG76289-D12,psychJanzen10 Malaise9264,psychJanzen05 Malaise9190
BIOUG77621-E02,Macgrathphora caribbea,Macgrathphora longifurca
BIOUG73244-C11,Scatopsciara nana,Lycoriella inflata
BIOUG70042-B10,Telphusa BioLep476,Telphusa BioLep1217
BIOUG73967-C10,ChiroGn1 SADR06,ChiroGn1 SADR6
BIOUG74932-C02,Aristotelia BioLep1181,Monochroa ferrea
BIOUG75257-E11,Megaselia tropizona,Neuzina diminuta
BIOUG76907-D10,Glyphidocera advenae,Glyphidocera sollertiae
BIOUG70018-H03,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG67681-E09,Glyptapanteles Malaise2825,Diolcogaster Malaise7359
BIOUG67751-G04,Xyleborus ferrugineus,Xyleborus perforans
BIOUG74992-B03,Glyptapanteles Malaise795,Glyptapanteles henrytownesi
BIOUG66048-E06,Boletina dissipata,Themira annulipes
BIOUG70298-A10,Musca crassirostris,Musca tempestiva
BIOUG73774-A05,Filinota brunniceps,Parastega niveisignella
BIOUG74903-G05,Glyptapanteles Malaise795,Glyptapanteles Malaise2577
BIOUG73281-H01,Halocladius variabilis,Halocladius varians
BIOUG73263-B07,Cheilotrichia cinerascens,Dicranomyia modesta
BIOUG75779-F09,alyMalaise01 Malaise3306,alyMalaise01 Malaise2535
BIOUG68419-G05,Aristotelia Janzen1129,gelJanzen01 Janzen12
BIOUG73841-E12,Psychoda alternata,Clogmia albipunctata
BIOUG74973-F02,Glyptapanteles Malaise795,Glyptapanteles henrytownesi
BIOUG77622-B04,Macgrathphora caribbea,Macgrathphora longifurca
BIOUG73256-D01,Tersilochus striola,Barycnemis agilis
BIOUG81043-G02,Antaeotricha Malaise9870,Antaeotricha Janzen223
BIOUG79426-G11,Orfelia nemoralis,Cryptophagus difficilis
BIOUG71003-F04,malaiseGraci01 Malaise4167,malaiseGraci01 Malaise7268
BIOUG71533-A11,Diospilus Malaise6890,Stantonia Malaise5490
BIOUG71633-A11,Chaetocladius perennis,Chaetocladius tenuistylus
BIOUG70800-C02,Chaetocladius perennis,Chaetocladius tenuistylus
BIOUG71690-E11,Halocladius variabilis,Halocladius varians
BIOUG72840-C12,Leptodrepana Malaise4569,Leptodrepana Malaise4361
BIOUG72200-E09,Lotophila atra,Chamaepsila nigra
BIOUG71534-H06,Orthocentrus Malaise9461,Chilocyrtus Malaise3264
BIOUG71675-D08,Halocladius variabilis,Coenosia conforma
BIOUG70812-E06,tinBioLep01 BioLep5822,malaiseGraci01 Malaise3820
BIOUG73527-D04,Chespiritos extendido,Chespiritos dolabratus
BIOUG68236-G01,Uroxys deavilai,Aegialia terminalis
BIOUG70126-D11,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG72182-E11,Bradysia plusiospina,Bradysia scabricornis
BIOUG71361-A07,Cicadulina mbila,Arboridia pusilla
BIOUG71697-D08,Corynoptera irmgardis,Corynoptera forcipata
BIOUG71024-A05,Pambolus Malaise1900,Dinotrema Malaise2307
BIOUG70812-D01,malaiseGraci01 Malaise6860,malaiseGraci01 Malaise4139
BIOUG70762-B02,Orthocentrus Malaise5162,orthoMalaise01 Malaise5595
BIOUG72046-E07,Diospilus Malaise3636,Diospilus Malaise4781
BIOUG72447-E05,Sericoderus lateralis,Stephostethus angusticollis
BIOUG72277-C12,Omphale Malaise9223,Omphale Malaise9539
BIOUG73684-E04,Aristotelia Janzen1129,Aristotelia Janzen8334
BIOUG72783-D08,gelBioLep1 BioLep743,gelBioLep01 BioLep1373
BIOUG72190-F06,Ischiolepta pusilla,Acartophthalmus nigrinus
BIOUG71269-A07,Corynoptera breviformis,Claustropyga refrigerata
BIOUG68231-B08,Euscirrhopterus argentata,Hypenodes Malaise8575
BIOUG73172-A10,Macgrathphora caribbea,Macgrathphora longifurca
BIOUG68979-C12,Prorhynchops Malaise2384,Lixophaga Malaise3014
BIOUG72227-D11,tersiMalaise1 Malaise3951,tersiMalaise01 Malaise3951
BIOUG71684-G04,Chorebus aphantus,Opius Malaise2668
BIOUG71278-G05,Chaetocladius perennis,Metriocnemus albolineatus
BIOUG71265-G08,Platypalpus maculipes,Platypalpus luteicornis
BIOUG71274-F06,Exotela gilvipes,Chorebus eros
BIOUG73827-C02,Aristotelia Janzen1129,Aristotelia Janzen8334
BIOUG72142-G03,Elachista apicipunctella,Elachista alpinella
BIOUG68884-C09,Lutzomyia zeledoni,Nyssomyia trapidoi
BIOUG71695-F09,Liriomyza flaveola,Phytomyza mimuli
BIOUG73265-G09,Smittia leucopogon,Smittia terrestris
BIOUG68231-D03,Euscirrhopterus argentata,Alloclita delozona
BIOUG68863-H06,Acrolophus BioLep454,Gephyra BioLep780
BIOUG73253-G02,Tersilochus striola,Tersilochus lapponicus
BIOUG71688-C07,Medetera betulae,Medetera pseudoapicalis
BIOUG73549-C05,Chespiritos dolabratus,Chespiritos extendido
BIOUG71601-H07,Trichocera maculipennis,Trichocera regelationis
BIOUG72425-D09,Olesicampe OLE-11,Xiphosomella Malaise7341
BIOUG73827-G12,Acrolophus BioLep451,acroBioLep01 BioLep17
BIOUG72187-F02,Spelobia rufilabris,Spelobia bumamma
BIOUG73234-H05,Halocladius variabilis,Halocladius varians
BIOUG71690-D10,Paneliusia albimanoides,Porricondyla nigripennis
BIOUG72107-B04,Psychoda albipennis,Chaetocladius piger
BIOUG73114-H06,Hormius Malaise5869,Pambolus Malaise8158
BIOUG72643-A05,Cosmosciara sp. SAEVG Morph42,Cosmosciara sp. SAEVG Morph0042
BIOUG68438-H11,Culicoides ZUR-6,Culicoides brownei
BIOUG72631-G07,Blacus Malaise9604,Blacus Malaise2252
BIOUG73335-G12,Diospilus Malaise6890,Diospilus malaise0089
BIOUG73249-D10,Micropsectra recurvata,Psychoda albipennis
BIOUG73254-C02,Tersilochus striola,Tersilochus lapponicus
BIOUG76244-F04,Hirtodrosophila gilva,Hirtodrosophila morgani
BIOUG70675-E06,Smittia terrestris,Bryomyia apsectra
BIOUG71691-E12,Limnophyes asquamatus,Limnophyes schnelli
BIOUG71782-E02,tersiMalaise01 Malaise9021,tersiMalaise1 Malaise1642
BIOUG71650-C04,Megaselia longicostalis,Megaselia tarsella
BIOUG68283-A07,Italispidea Janzen3885,Chaetostigmoptera Malaise9466
BIOUG71294-H08,Chaetocladius perennis,Scatopsciara atomaria
BIOUG72609-A06,Calodexia panamensis,Calodexia Malaise3682
BIOUG71637-B12,Chaetocladius perennis,Chaetocladius tenuistylus
BIOUG72527-E05,Plectiscus Malaise1594,Plectiscus Malaise5795
BIOUG73563-A12,Battaristis MalaiseMetz3348,gelMalaise1 Malaise4277
BIOUG76312-A01,Chaetostigmoptera Malaise8186,Sphaerina Malaise5822
BIOUG70671-F11,Xylosciara heptacantha,Peyerimhoffia vagabunda
BIOUG72475-A12,mgMalaise160 Malaise5779,Diolcogaster Malaise7359
BIOUG72064-G04,Dinotrema Malaise6906,Dinotrema malaise0256
BIOUG70743-A07,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG70762-G10,cosmoMalaise01 MalaiseMetz1051,gelMalaise01 Malaise5966
BIOUG73233-B10,Cratyna colei,Cratyna brachialis
BIOUG71297-A09,Chaetocladius perennis,Scatopsciara atomaria
BIOUG73335-C06,Vadumasonium Malaise2811,Vadumasonium malaise0314
BIOUG70679-A08,Peyerimhoffia vagabunda,Xylosciara heptacantha
BIOUG73266-F12,Chaetocladius perennis,Chaetocladius suecicus
BIOUG72393-D04,Tylozygus geometricus,Sibovia nielsoni
BIOUG70667-C02,Minilimosina vitripennis,Spelobia rufilabris
BIOUG72128-A11,Scatopsciara atomaria,Scatopsciara nana
BIOUG73239-E12,Chaetocladius perennis,Chaetocladius suecicus
BIOUG71270-F12,Corynoptera alneti,Corynoptera irmgardis
BIOUG73303-A08,Dinotrema Malaise3805,Dinotrema Malaise3885
BIOUG72084-G09,alyMalaise01 Malaise7250,alyMalaise01 Malaise3456
BIOUG71766-H11,Dinotrema Malaise6906,Dinotrema malaise0256
BIOUG71597-E04,orthoMalaise01 malaise0520,Belyta sanguinolenta
BIOUG70677-F04,Pegoplata infirma,Anthomyia mimetica
BIOUG72643-E07,Dasydorylas sp. TX16,Eudorylas sp. CR10
BIOUG73107-E01,Orthocentrus Malaise9380,Orthocentrus malaise9380
BIOUG72128-B03,Cratyna nobilis,Cratyna brachialis
BIOUG70762-G04,malaiseGraci01 Malaise4662,malaiseGraci01 Malaise6671
BIOUG71910-A10,tinBioLep01 BioLep4618,cramMalaise01 Malaise3730
BIOUG71605-C02,Corynoptera trepida,Camptochaeta camptochaeta
BIOUG73218-A09,Phytomyza obscurella,Phytomyza mimuli
BIOUG70812-B12,gelMalaise01 Malaise6859,gelMalaise01 Malaise6953
BIOUG68864-E05,geoMalaise01 Malaise9486,Hypenodes Malaise8575
BIOUG72649-H02,Tanytarsus hastatus,Tanytarsus miriforceps
BIOUG71910-F10,tinBioLep01 BioLep4488,tinBioLep01 BioLep4618
BIOUG70162-B12,gelMalaise01 Malaise6859,gelMalaise01 Malaise2486
BIOUG71637-H04,Chaetocladius perennis,Chaetocladius tenuistylus
BIOUG71651-G07,Paraphaenocladius pseudirritus,Paraphaenocladius impensus
BIOUG71679-H05,Chaetocladius dissipatus,Chaetocladius piger
BIOUG73268-D04,Tvetenia bavarica,Limnophyes difficilis
BIOUG70142-A11,Blastobasis Metz9506,blastoBioLep01 BioLep565
BIOUG72278-G11,tersiMalaise1 Malaise1642,tersiMalaise01 Malaise9771
BIOUG71536-C09,Dinotrema Malaise7967,Dinotrema malaise0256
BIOUG72482-A05,Tanytarsus hastatus,Tanytarsus pandus
BIOUG71042-C01,Prorhynchops Malaise2384,Chaetostigmoptera Malaise9466
BIOUG72115-C12,Phytomyza ranunculi,Liriomyza flaveola
BIOUG72633-H11,Eubazus Malaise7795,Meteorus Janzen10
BIOUG71641-H09,Corynoptera irmgardis,Corynoptera subdentata
BIOUG72182-G05,Culicoides impunctatus,Culicoides pictipennis
BIOUG73220-B03,Limonia trivittata,Chaetocladius tenuistylus
BIOUG70929-A01,Bactra venosana,Coelostathma Malaise6572
BIOUG70800-E05,Suillia flavifrons,Lauxania shewelli
BIOUG72625-B08,Calodexia panamensis,Chaetostigmoptera Malaise9466
BIOUG71595-F03,tersiMalaise01 Malaise7151,tersiMalaise01 Malaise7762
BIOUG72174-H10,Dacnusa areolaris,Phaenocarpa conspurcator
BIOUG70992-E08,Opius Malaise5671,alyMalaise01 Malaise3456
BIOUG70655-H01,Chaetocladius piger,Chaetocladius dissipatus
BIOUG72441-E04,Microsepsis mitis,Australosepsis niveipennis
BIOUG72425-H11,Hormius Malaise5869,Hormius Malaise6908
BIOUG71659-C05,Parametriocnemus stylatus,Micropsectra nana
BIOUG70682-E10,Phytomyza obscurella,Phytomyza chaerophylli
BIOUG71597-F02,Meteorus Malaise3344,Meteorus Malaise4973
BIOUG73208-G09,Dacnusa areolaris,Chorebus eros
BIOUG71617-G11,Botanophila fugax,Themira annulipes
BIOUG71639-F11,Gymnometriocnemus brevitarsis,Gymnometriocnemus brumalis
BIOUG72174-A06,Stilpnus pavoniae,Barycnemis agilis
BIOUG76086-B02,Lixophaga Janzen1062,Lixophaga Malaise8175
BIOUG70698-B10,Asobara rufescens,alyMalaise01 Malaise8124
BIOUG72194-G02,Psychoda albipennis,Psychoda satchelli
BIOUG70679-E08,Glyphipterix simpliciella,crambidBioLep01 BioLep11
BIOUG73303-D08,Chilocyrtus malaise5063,Chilocyrtus sp. 6 NW-2012
BIOUG73230-D07,Cratyna cryptospina,Claustropyga acanthostyla
BIOUG76310-B06,spiloBioMalaise0275 Malaise0275,spiloMalaise5041 Malaise5041
BIOUG72298-A03,gelBioLep1 BioLep743,gelBioLep01 BioLep1373
BIOUG72630-F07,tersiMalaise01 malaise9021,tersiMalaise1 Malaise7296
BIOUG72388-F02,Diospilus malaise0089,Diospilus Malaise6890
BIOUG70124-D10,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG71597-G10,Glyptapanteles Malaise6317,Glyptapanteles Whitfield141
BIOUG72162-A05,Paratanytarsus austriacus,Micropsectra klinki
BIOUG70267-G01,Tetraneura nigriabdominalis,Phylloxera coccinea
BIOUG70764-H08,malaiseGraci01 Malaise6860,malaiseGraci01 Malaise7268
BIOUG71626-C01,Megaselia longicostalis,Megaselia subtumida
BIOUG72392-A05,geoMalaise4195 Malaise4195,Pero clana
BIOUG72840-F03,orthoMalaise01 malaise0520,Orthocentrus Malaise5689
BIOUG71629-G06,Corynoptera forcipata,Ctenosciara hyalipennis
BIOUG70435-B06,Dolichogenidea Janzen117,Glyptapanteles Malaise9496
BIOUG68290-F06,Orthocentrus Malaise9461,Chilocyrtus Malaise3264
BIOUG72209-D10,tersiMalaise1 Malaise3951,tersiMalaise01 Malaise7762
BIOUG70537-D07,Megaselia thomaspapei,Megaselia wendyporrasae
BIOUG71286-D02,Scoliocentra brachypterna,Heleomyza serrata
BIOUG68292-C06,spiloBioLepl57 BioLep4106,spiloBioLep01 BioLep274
BIOUG70143-A06,Blastobasis Metz9506,blastoBioLep01 BioLep441
BIOUG71080-A05,Lutzomyia edentula,Bichromomyia olmeca
BIOUG71285-A12,Chaetocladius dissipatus,Chaetocladius piger
BIOUG72529-F03,Chilocyrtus malaise5063,Chilocyrtus Malaise4358
BIOUG71422-A09,Dinotrema malaise0623,Dinotrema Malaise6545
BIOUG72555-D01,tersiMalaise01 Malaise9021,tersiMalaise1 Malaise6662
BIOUG73267-C11,Anaretella defecta,Anaretella iola
BIOUG70982-H04,psychJanzen12 Malaise6378,psychJanzen08 Malaise9190
BIOUG73248-D10,Micropsectra recurvata,Paratanytarsus austriacus
BIOUG71312-H04,Smittia leucopogon,Smittia edwardsi
BIOUG72501-E10,Dinotrema Malaise2949,Dinotrema Malaise5644
BIOUG72197-H07,Bradysia pallipes,Lycoriella inflata
BIOUG71684-E06,Dacnusa areolaris,Chorebus eros
BIOUG71432-H06,Dinotrema malaise0623,Dinotrema Malaise7967
BIOUG73222-A05,Halocladius variabilis,Metriocnemus fuscipes
BIOUG72414-C01,Lutzomyia edentula,Lutzomyia gomezi
BIOUG73249-B01,Lycoriella agraria,Claustropyga refrigerata
BIOUG73531-G09,Chespiritos extendido,Chespiritos dolabratus
BIOUG71282-D02,Rhamphomyia sciarina,Ocydromia glabricula
BIOUG72369-F04,Lutzomyia edentula,Bichromomyia olmeca
BIOUG71695-D10,Scatopsciara brevicornis,Corynoptera alneti
BIOUG72840-E06,Glyptapanteles malaise0738,Diolcogaster Choi5983
BIOUG70411-A08,Lutzomyia evansi,Nyssomyia trapidoi
BIOUG72490-D06,Glyptapanteles meganmiltonae,Diolcogaster Malaise7359
BIOUG70142-B11,tinBioLep01 BioLep1595,tinBioLep01 BioLep5560
BIOUG71424-F05,Megaselia thomaspapei,Megaselia wendyporrasae
BIOUG73228-F01,Halocladius variabilis,Psychoda albipennis
BIOUG70146-H05,gelMalaise01 Malaise7126,gelJanzen01 Janzen7344
BIOUG72986-A02,Chespiritos extendido,Chespiritos dolabratus
BIOUG72864-A01,tersiMalaise01 malaise9021,tersiMalaise01 Malaise9679
BIOUG73531-C08,Psychoda alternata,Lestodiplosis juniperina
BIOUG70667-H09,Trichopria halterata,Trichopria atricornis
BIOUG72752-E04,Tanytarsus hastatus,Tanytarsus miriforceps
BIOUG71618-A05,Phytomyza chaerophylli,Phytomyza nigra
BIOUG73107-C12,Glyptapanteles malaise0738,Glyptapanteles sondrawardae
BIOUG71642-B09,Corynoptera irmgardis,Ctenosciara hyalipennis
BIOUG71289-H05,Scatopsciara atomaria,Scatopsciara nana
BIOUG72103-C01,Cratyna nobilis,Claustropyga refrigerata
BIOUG71312-C09,Monardia toxicodendri,Polyardis bispinosa
BIOUG72170-C08,Corynoptera alneti,Camptochaeta delicata
BIOUG71422-D01,Dinotrema Malaise6906,Dinotrema Malaise7967
BIOUG68289-D11,Chilocyrtus malaise5063,Chilocyrtus sp. 6 NW-2012
BIOUG71622-A12,Megaselia crassicosta,Megaselia pulicaria complex
BIOUG73238-C07,Chaetocladius piger,Metriocnemus albolineatus
BIOUG71658-G02,Smittia aterrima,Metriocnemus albolineatus
BIOUG73551-H04,Chespiritos extendido,Chespiritos dolabratus
BIOUG73543-C09,Orthocentrus Malaise1644,orthoMalaise01 Malaise5595
BIOUG70468-D08,gelJanzen01 Janzen774,gelMalaise01 Malaise7558
BIOUG73248-G11,Psychoda trinodulosa,Metriocnemus albolineatus
BIOUG70686-D01,Chaetocladius perennis,Metriocnemus fuscipes
BIOUG72084-G02,Orthocentrus Malaise9380,Orthocentrus Malaise0057
BIOUG72084-D05,Dinotrema Malaise3029,Dinotrema Malaise3501
BIOUG71685-D02,Halocladius variabilis,Ctenosciara hyalipennis
BIOUG71637-E01,Trichocera hiemalis,Trichocera regelationis
BIOUG70754-E08,Lutzomyia evansi,Nyssomyia trapidoi
BIOUG70954-F11,Culicoides ZUR-1,Culicoides ZUR-5
BIOUG70295-G10,Laodelphax striatella,Paraliburnia kilmani
BIOUG73221-H10,Smittia leucopogon,Smittia terrestris
BIOUG73270-A05,Orthocladius gelidorum,Halocladius varians
BIOUG70951-H07,Bemisia tabaci,Trialeurodes variabilis
BIOUG71657-B09,Rhamphomyia umbripennis,Bicellaria simplicipes
BIOUG73252-A06,Chaetocladius suecicus,Chaetocladius perennis
BIOUG72765-D04,Battaristis MalaiseMetz3348,gelMalaise01 MalaiseMetz5154
BIOUG73835-H10,gelBioLep1 BioLep743,gelBioLep01 BioLep1373
BIOUG70689-E01,Bicellaria simplicipes,Bicellaria furcifer
BIOUG70484-G04,Chilocyrtus Malaise7054,Chilocyrtus malaise7054
BIOUG72864-B04,Dinotrema Malaise3805,Dinotrema Malaise7967
BIOUG72527-G10,Dinotrema Malaise2949,Dinotrema Malaise3613
BIOUG72979-A02,Diospilus Malaise6890,Diospilus malaise0089
BIOUG70680-E04,Phaenocarpa conspurcator,alyMalaise01 Malaise2528
BIOUG72528-F09,Chilocyrtus malaise5063,Chilocyrtus Malaise3264
BIOUG71050-A04,Lutzomyia edentula,Siphona Malaise7035
BIOUG70692-F06,Scatopsciara atomaria,Scatopsciara brevicornis
BIOUG72045-D11,Gnamptogenys interrupta,Pachycondyla MAS018
BIOUG72647-G04,Chespiritos extendido,Chespiritos dolabratus
BIOUG71648-E01,Paraphaenocladius pseudirritus,Paraphaenocladius impensus
BIOUG71422-G02,Dinotrema Malaise7839,Dinotrema Malaise2550
BIOUG71675-E09,Bicellaria simplicipes,Bicellaria nigra
BIOUG68879-G01,gelMalaise01 Malaise6890,Dichomeris Janzen76
BIOUG71308-F09,Cratyna nobilis,Claustropyga refrigerata
BIOUG71676-C10,Platypalpus longicornis,Platypalpus luteicornis
BIOUG68289-H01,Notiospathius Malaise5581,doryMalaise01 Malaise9787
BIOUG70468-H07,malaiseGraci01 Malaise6860,malaiseGraci01 Malaise7268
BIOUG73271-H10,Tersilochus striola,Tersilochus lapponicus
BIOUG71802-H10,Stigmella gallicola,Stigmella fasciata
BIOUG73056-G04,Dinotrema Malaise7839,Dinotrema Malaise7037
BIOUG72293-C11,Diospilus Malaise6890,Diospilus malaise0089
BIOUG72086-F11,Dinotrema Malaise3029,Dinotrema Malaise7967
BIOUG71685-C04,Claustropyga refrigerata,Ctenosciara hyalipennis
BIOUG71595-A09,Chilocyrtus malaise5063,Chilocyrtus Malaise3264
BIOUG72528-G02,Shawiana Malaise7362,alyMalaise01 Malaise3456
BIOUG72183-F04,Pseudorthocladius curtistylus,Pseudorthocladius filiformis
BIOUG71295-E08,Scatopsciara atomaria,Lycoriella agraria
BIOUG75022-H05,Trialeurodes vaporariorum,Pemphigus populitransversus
BIOUG74796-G12,tinBioLep01 BioLep2894,tinBioLep01 BioLep5560
BIOUG79485-E02,Antaeotricha Janzen223,Stenoma BioLep86
BIOUG71548-D02,Tesserocerus sp. PlNeo01,Tesserocerus sp. PlNeo1
BIOUG75185-B01,Glyptapanteles Whitfield141,Glyptapanteles nataliaivanovae
BIOUG72159-H09,Cratyna keilini,Cratyna cryptospina
BIOUG73201-E06,Bicellaria vana,Bicellaria nigra
BIOUG72502-F01,tersiMalaise01 Malaise9021,tersiMalaise1 Malaise1642
BIOUG68252-G03,tinBioLep01 BioLep638,tinBioLep01 BioLep5560
BIOUG68420-C02,Telphusa BioLep476,Telphusa sedulitella
BIOUG71152-E11,Megaselia thomaspapei,Megaselia wendyporrasae
BIOUG68914-A01,Aristotelia Janzen1129,gelJanzen01 Janzen12
BIOUG74781-D10,Aristotelia BioLep1181,elachBioLep01 BioLep0754
BIOUG70863-E11,Microsepsis mitis,Australosepsis niveipennis
BIOUG74545-G04,Homoporus luniger,Tricyclomischus celticus
BIOUG72141-E06,Bradysia alpicola,Bradysia pallipes
BIOUG75016-D10,Paradidyma Malaise2399,Paradidyma melania
BIOUG75648-A05,Paratanytarsus laccophilus,Paratanytarsus grimmii
BIOUG79599-H04,Glyptapanteles Malaise9875,Glyptapanteles Malaise2142
BIOUG74556-B05,Culicoides travisi,Culicoides pictipennis
BIOUG70840-E11,Glyptapanteles Malaise6317,Glyptapanteles sondrawardae
BIOUG71835-D05,tinBioLep01 BioLep4618,geoBioLep6329 BioLep6329
BIOUG81043-A02,Pambolus Malaise1900,Hormius Malaise7679
BIOUG80672-H08,Pambolus Malaise1900,Pambolus Malaise9142
BIOUG77643-F02,Macgrathphora caribbea,Macgrathphora longifurca
BIOUG68258-E08,Meteorus Malaise3344,Meteorus Malaise2812
BIOUG72824-E09,Tylozygus geometricus,Sibovia nielsoni
BIOUG80270-C01,Lutzomyia aclydifera,Nyssomyia trapidoi
BIOUG81035-A01,Pambolus Malaise1900,Pambolus Malaise9142
BIOUG72816-A05,Exasticolus Malaise7004,banMalaise01 Malaise3996
BIOUG78381-E06,Epuraea ocularis,Lepidophorus lineaticollis
BIOUG75908-B10,Tuta absoluta,Symmetrischema Malaise3159
BIOUG75981-D03,Microsepsis mitis,Australosepsis niveipennis
BIOUG79928-E07,Bromeloecia wolverinei,Trachyopella straminea
BIOUG74646-E07,Meronera venustula,Atheta chadburnae
BIOUG79512-B05,Casinaria Malaise6162,Xiphosomella Malaise7341
BIOUG72502-H11,Orthocentrus malaise9380,Orthocentrus Malaise9380
BIOUG66093-A04,Coenosia morrisoni,Neodexiopsis setipuncta
BIOUG74860-G06,Diolcogaster Malaise9826,Glyptapanteles Malaise9496
BIOUG75520-G09,Phytomyptera Malaise5935,Phytomyptera Malaise 7239
BIOUG74870-G09,Paradidyma Malaise2558,Paradidyma melania
BIOUG67898-F07,geleBioLep01 BioLep1211,gelMalaise01 MalaiseMetz5154
BIOUG75504-B07,Grotiusomyia Hansson7663,euloMalaise1 euloMalaise6772
BIOUG68420-E01,Aristotelia Janzen1129,Keiferia Malaise8909
BIOUG75639-F07,Scatopsciara geophila,Trichosia lengersdorfi
BIOUG88332-G10,Bifronsina bifrons,Psychoda sp. 11GMK
BIOUG75013-E11,Paradidyma Malaise2503,Paradidyma melania
BIOUG74563-A01,Monochroa absconditella,Battaristis MalaiseMetz3348
BIOUG74564-E07,Megaselia lucifrons,Megaselia wiegmanae
BIOUG70194-A11,gelMalaise01 Malaise6859,gelMalaise01 Malaise2486
BIOUG79112-F10,Macgrathphora caribbea,Macgrathphora longifurca
BIOUG88377-E03,spiloMalaise2296 Malaise2296,Alloclita delozona
BIOUG72104-A09,Smittia leucopogon,Smittia terrestris
BIOUG68899-C11,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG73201-G08,Bicellaria vana,Bicellaria simplicipes
BIOUG70879-C09,Meteorus Malaise3344,Meteorus Malaise4973
BIOUG71440-E12,Meteorus Malaise2812,Meteorus Janzen10
BIOUG70841-F01,Tesserocerus sp. PlNeo01,Tesserocerus sp. PlNeo1
BIOUG72018-A01,Orthocentrus Malaise9380,Orthocentrus Malaise275
BIOUG66088-E03,Coenosia morrisoni,Coenosia conforma
BIOUG75297-H06,Dicrotendipes tritomus,Dicrotendipes modestus
BIOUG70170-B07,Cosmosciara sp. SAEVG Morph0042,Cosmosciara perniciosa
BIOUG74692-F05,Metacnephia borealis,Orthocladius frigidus
BIOUG75011-D02,Glyptapanteles Whitfield91,Glyptapanteles henrytownesi
BIOUG79719-A07,Argyria centrifugensDHJ02,spiloBioLep01 BioLep274
BIOUG78995-B12,Cosmopterix Malaise1744,cramMalaise01 Malaise4140
BIOUG77088-H03,Tanytarsus hastatus,Tanytarsus pandus
BIOUG79380-B01,Microsepsis mitis,Australosepsis niveipennis
BIOUG75434-D01,Paradidyma Malaise2503,Paradidyma melania
BIOUG75020-B03,Paradidyma Malaise2503,Paradidyma melania
BIOUG79547-F02,spiloBioMalaise0275 Malaise0275,spiloMalaise5041 Malaise5041
BIOUG68420-A02,Blastobasis Metz9506,blastoBioLep01 BioLep441
BIOUG76430-A08,Pambolus Malaise1900,Pambolus Malaise9142
BIOUG78994-E08,Cosmopterix Malaise1744,cosmoBioLep1 BioLep16
BIOUG74857-H07,Grotiusomyia Hansson7663,euloMalaise1 euloMalaise6772
BIOUG75604-G12,Euceraphis borealis,Euceraphis papyrifericola
BIOUG80768-D05,Xylosandrus crassiusculus,Xyleborus perforans
BIOUG79616-G10,Protodarcia cocosensis,gelBioLep01 BioLep5436
BIOUG71477-C01,Diospilus Malaise4781,Diospilus Malaise3636
BIOUG72340-A12,Lutzomyia edentula,Bichromomyia olmeca
BIOUG72818-A07,spiloBioLepl57 BioLep4106,Lobocleta Malaise1665
BIOUG74558-A10,Empoasca fabae,Graphocephala versuta
BIOUG67898-E07,Telphusa BioLep476,Parastega niveisignella
BIOUG66087-E01,Chymomyza caudatula,Pherbellia ventralis
BIOUG79870-A10,oecoMalaise01 Malaise4787,cosmoBioLep01 BioLep16
BIOUG75913-G01,Glyptapanteles Whitfield113DHJ01,Nealiolus Malaise1381
BIOUG79494-A06,Chaetostigmoptera Malaise8186,Sphaerina Malaise5822
BIOUG68893-G01,Acordulecera liami,Sutwanus nigriceps
BIOUG72004-C10,Orthocentrus Malaise9380,Orthocentrus Malaise7625
BIOUG68250-G06,Basileunculus sp. CR3,Eudorylas sp. CR10
BIOUG68412-F01,phyMalaise01 Malaise2939,phyMalaise01 Malaise2168DHJ01
BIOUG72161-E05,Corynoptera levis,Corynoptera alneti
BIOUG72329-H06,Megaselia nealevenhuisi,Megaselia normwoodleyi
BIOUG72199-B06,Pseudorthocladius filiformis,Pseudorthocladius curtistylus
BIOUG68892-H06,tinBioLep01 BioLep8208,elachBioLep01 BioLep462
BIOUG72112-A05,Limnophyes edwardsi,Metriocnemus albolineatus
BIOUG71441-C08,Dinotrema Malaise6906,Dinotrema Malaise3613
BIOUG70144-H09,Paradidyma Malaise2556,Myiopharus Janzen3257
